step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
206,TRANSFER,25333.342067803947,C8507628,23529.245562847012,0.0,M4017375,35540.47285534314,60873.81492314709,1,0
81,TRANSFER,82981.41615475755,C6690702,80958.31886410686,0.0,M5972465,171679.9362416321,254661.35239638964,0,0
562,PAYMENT,70423.27303674808,C3399414,56805.73364055646,0.0,M9896040,174582.5028326847,245005.77586943278,0,0
388,TRANSFER,94572.78635137538,C7057914,5211.1105590140205,0.0,M7667371,93029.1043249424,187601.8906763178,1,0
2,CASH_OUT,40951.83085209153,C2590404,177144.15608422217,136192.32523213065,C7038527,20724.292584994775,61676.12343708631,0,0
390,PAYMENT,66230.78696111836,C3284533,177203.80360871807,110973.01664759971,M6488791,176833.02076935797,243063.8077304763,0,0
566,CASH_OUT,46538.992603245744,C4866491,41836.45058269481,0.0,C8924814,97403.29723501782,143942.28983826356,0,0
106,CASH_OUT,63095.81086112349,C5647193,32574.445632869574,0.0,C3884728,87752.48457338274,150848.29543450623,0,0
477,DEBIT,45014.93071017296,C1436060,109458.55286939634,64443.622159223385,C5624822,81471.40488752404,126486.335597697,0,0
703,PAYMENT,18944.361417765074,C8273668,126150.70059628617,107206.3391785211,M3747663,73002.83477184112,91947.1961896062,0,0
402,TRANSFER,50838.95185873775,C1796184,191508.51148941458,140669.5596306768,C1230096,105201.08072171883,156040.03258045658,0,0
730,CASH_OUT,52905.56172360049,C6455500,75469.6913279625,22564.12960436201,C5116952,120908.24532234084,173813.80704594133,0,0
556,DEBIT,81079.3244411901,C1433886,123640.06857291168,42560.744131721585,M8720093,93286.44071459118,174365.7651557813,0,0
162,PAYMENT,73578.51850877877,C8538707,175636.2091608619,102057.69065208314,M7751214,179329.6326910089,252908.15119978768,0,0
202,PAYMENT,66412.78323175026,C9808263,89990.75715617,23577.97392441974,M9072418,63532.24570589946,129945.02893764972,0,0
270,CASH_IN,11427.370845701997,C8063240,24469.15023146521,13041.779385763213,C4873723,115662.37135735627,127089.74220305827,0,0
271,CASH_IN,72089.56743730513,C9251796,75489.45716599484,3399.889728689712,C5152268,59990.78403879705,132080.3514761022,0,0
456,CASH_OUT,50080.485119816025,C2471602,27313.38534066008,0.0,M4146265,150670.00475850684,200750.48987832287,0,0
462,CASH_IN,89420.5436570053,C7047614,3327.8928403900563,0.0,C7929977,20424.21986564713,109844.76352265243,0,0
727,CASH_OUT,91995.10631964123,C8243801,150310.61126980526,58315.50495016403,M8416584,37739.79935906651,129734.90567870773,1,0
252,TRANSFER,5610.143401118367,C3886632,47684.74009907111,42074.596697952744,C9686205,160240.28198539015,165850.42538650852,0,0
702,CASH_OUT,82082.09187941243,C4728922,401.4091677948084,0.0,M4147708,36639.51904390774,118721.61092332017,0,0
296,CASH_IN,3865.9693032247947,C1338781,174486.471507029,170620.5022038042,C2906450,125149.26923894802,129015.23854217281,0,0
725,TRANSFER,36780.24560693276,C9680530,88757.76769818118,51977.52209124842,M9552987,194048.6903808394,230828.93598777216,0,0
720,CASH_IN,54275.76756454581,C6401377,47771.97592664504,0.0,M6331846,104578.12275319317,158853.890317739,0,0
338,CASH_OUT,14895.269782850031,C5315222,52557.994471083846,37662.724688233815,C4845932,37479.28926801385,52374.55905086388,0,0
53,DEBIT,74656.74987565077,C4597120,48107.578661010055,0.0,M3814372,64138.209138527505,138794.95901417828,0,0
217,PAYMENT,934.6349467966434,C8561011,38911.2322378544,37976.597291057755,C9643043,164691.61529084764,165626.25023764427,0,0
188,CASH_IN,16943.04493856028,C7193437,168245.24491485927,151302.199976299,C9430596,70332.18262399474,87275.22756255502,0,0
380,CASH_OUT,58121.60330236222,C1011957,34066.32687397391,0.0,M5642972,144702.27180596272,202823.87510832495,0,0
493,TRANSFER,71467.31744752551,C5004804,112370.93677587973,40903.61932835422,C1811250,155470.01257680205,226937.33002432756,0,0
41,CASH_IN,91672.64595912222,C9406437,15464.04893443747,0.0,M2443478,100236.56944903283,191909.21540815505,0,0
157,CASH_IN,70579.11552826893,C6510861,189904.27523572004,119325.15970745111,M5082437,156642.6768732778,227221.79240154673,0,0
15,PAYMENT,67210.7490984611,C4245498,120662.78088918436,53452.03179072325,M3498464,63380.60088564288,130591.34998410399,0,0
65,CASH_OUT,39494.680520431364,C2498111,180630.50224045865,141135.82172002728,C1108336,103231.92934328115,142726.6098637125,0,0
521,DEBIT,228.31411012746122,C3827154,79575.55589509904,79347.24178497157,M7989903,137311.65279442808,137539.96690455553,0,0
344,TRANSFER,12103.909947688631,C4108958,162134.41135248228,150030.50140479364,C7677174,33614.62946087608,45718.53940856471,0,0
129,CASH_OUT,53501.99902112831,C7945436,170730.89588986224,117228.89686873392,C8718553,54724.39347643794,108226.39249756624,0,0
648,TRANSFER,67545.47559585753,C5892712,140589.858235734,73044.38263987646,M7577267,130407.32067873042,197952.79627458795,0,0
472,CASH_IN,41803.0835612566,C5400908,18589.493290741266,0.0,C1594399,131072.0239659107,172875.1075271673,0,0
63,PAYMENT,73094.83325168618,C7588919,3216.017281181194,0.0,C1523931,98660.52929059579,171755.36254228198,0,0
139,PAYMENT,52234.04330368466,C5837650,33711.93441124436,0.0,M5845592,159117.0713564241,211351.11466010875,0,0
499,DEBIT,7510.20193987179,C9666777,23619.351393335684,16109.149453463895,M7962453,96410.98040099512,103921.18234086692,0,0
593,PAYMENT,19282.42347169809,C1809138,145027.53283996874,125745.10936827066,M1098941,176264.45308274665,195546.87655444475,0,0
392,CASH_IN,84015.8225020699,C5892580,111401.36413786854,27385.54163579864,C7613349,147180.6861743891,231196.508676459,0,0
675,DEBIT,72518.7833877815,C5356232,105190.17290912116,32671.38952133966,C1123569,62938.97266066826,135457.75604844975,0,0
419,CASH_OUT,89486.72250254825,C3776245,50573.4600656281,0.0,M1930135,79050.8016969111,168537.52419945935,0,0
289,PAYMENT,11843.969187181563,C8073026,30921.50734740833,19077.538160226766,M3577838,133537.33715396913,145381.3063411507,0,0
379,DEBIT,99023.23120804588,C7772978,41309.59395377918,0.0,C7122034,178890.52376469824,277913.75497274415,0,0
490,CASH_IN,21019.730723598368,C8963743,80055.40148289602,59035.67075929765,M8659958,35741.746540701744,56761.47726430011,0,0
231,TRANSFER,1276.8096410355367,C8463108,148028.64135219058,146751.83171115504,C5009766,102932.70774839603,104209.51738943157,0,0
41,TRANSFER,99742.55161145006,C7426503,50903.32330729399,0.0,M3832736,23756.884264875345,123499.43587632541,1,0
28,CASH_IN,28179.2811559668,C4400205,139722.60025174404,111543.31909577723,C8783888,55891.03106402624,84070.31221999304,0,0
135,CASH_IN,66835.14330600473,C9561834,98302.36408096869,31467.220774963964,C2163731,137196.27185864846,204031.41516465318,0,0
201,TRANSFER,17750.56318621289,C6853874,177088.1697021586,159337.60651594572,M2545679,15546.927049632342,33297.49023584523,0,0
33,DEBIT,58064.83036669426,C9505513,46582.91217780668,0.0,M5403025,132471.71637776948,190536.54674446373,0,0
48,TRANSFER,90413.09514681048,C2077406,90171.33652352178,0.0,M7276489,180162.2241890594,270575.31933586986,1,0
503,CASH_IN,32086.09862610102,C5042236,19332.953433134215,0.0,M7641425,193874.05820369325,225960.15682979426,0,0
407,PAYMENT,67058.37220683148,C3389905,67030.62852446413,0.0,M3246384,43326.4402051031,110384.81241193457,1,0
574,CASH_OUT,18871.56852096181,C5735993,101376.0888064406,82504.5202854788,C9828029,149779.59132157516,168651.15984253696,0,0
728,PAYMENT,62517.060332000656,C1889912,146548.04286715848,84030.98253515782,M1478061,185274.08974110594,247791.1500731066,0,0
99,PAYMENT,33711.39014656926,C8458310,39615.424011726354,5904.033865157093,M3396148,18273.8621698872,51985.25231645646,0,0
684,CASH_IN,21199.70503293637,C1700527,43618.42568129317,22418.7206483568,C2940940,82804.72169784106,104004.42673077743,0,0
726,TRANSFER,31386.88686529315,C5419557,126315.56810420987,94928.68123891673,C4151923,183881.95337443321,215268.84023972636,0,0
547,DEBIT,17966.222743929156,C4989551,76491.55669086232,58525.333946933155,M4563230,40557.49965096602,58523.72239489517,0,0
739,PAYMENT,90201.41917300448,C8990863,96418.97344646956,6217.554273465081,C4048237,186752.13675756837,276953.55593057285,0,0
613,TRANSFER,39778.969943081174,C7158198,167226.97375574813,127448.00381266695,C6531743,105438.41421755569,145217.38416063687,0,0
462,DEBIT,24603.402566939298,C4764599,99816.66021290503,75213.25764596573,C8126338,19978.61650751114,44582.019074450436,0,0
643,PAYMENT,44895.9433174917,C5675616,130499.87612183423,85603.93280434253,M9146492,89975.463351103,134871.4066685947,0,0
5,DEBIT,32121.563063968904,C1137719,131355.00833199444,99233.44526802553,M2589056,65252.23909341324,97373.80215738215,0,0
218,TRANSFER,74467.48345595127,C7575106,160722.38859120363,86254.90513525237,C8947956,56440.83211036166,130908.31556631293,0,0
503,CASH_OUT,97124.8691973609,C9633829,127627.89769820483,30503.02850084394,C6314692,108295.11512673675,205419.98432409763,1,0
398,TRANSFER,43859.562304094914,C8337827,12961.965130772502,0.0,C9509528,96718.538150374,140578.10045446892,0,0
393,CASH_IN,86117.23665722681,C7684419,68434.59653736804,0.0,M9329900,96393.4319240184,182510.6685812452,0,0
207,DEBIT,56629.72104860599,C2558569,197863.23670184202,141233.515653236,C9059703,17628.346220623058,74258.06726922905,0,0
15,CASH_OUT,15807.842942913925,C9354791,39302.057761583754,23494.21481866983,C5882788,160463.63620542732,176271.47914834126,0,0
554,DEBIT,69093.21193392602,C9942224,117345.81568293771,48252.60374901169,M8980604,96287.86307115904,165381.07500508506,0,0
461,DEBIT,51392.10626286943,C6058448,168588.1279754523,117196.02171258288,M8059919,164181.16574037485,215573.2720032443,0,0
691,PAYMENT,65095.59167288514,C5247136,117311.7121494708,52216.12047658566,C3785776,164918.92831019007,230014.5199830752,0,0
575,CASH_IN,88979.77251590932,C3034730,74454.05162533544,0.0,C5076221,63427.06496960864,152406.83748551796,0,0
743,DEBIT,44099.413608539006,C6856600,16045.712543541147,0.0,M7471742,869.2607615224723,44968.674370061475,0,0
241,TRANSFER,90127.64455941382,C9537968,72332.98050721899,0.0,C7222062,182249.1354916237,272376.7800510375,1,0
564,TRANSFER,75091.83452673732,C4458460,36413.50231485791,0.0,C8528987,152138.93861724806,227230.77314398537,0,0
96,PAYMENT,48911.632095210676,C7509000,192172.563256396,143260.93116118532,C5640965,21450.39136469422,70362.0234599049,0,0
734,CASH_IN,60361.891352230574,C5462571,143006.36831165728,82644.47695942671,C2774348,140345.40680062026,200707.29815285082,0,0
485,CASH_IN,32625.555138649244,C2154969,149876.63087197245,117251.0757333232,C7802073,4004.65373377612,36630.20887242536,0,0
407,TRANSFER,98361.37024390354,C2349815,87193.85320007562,0.0,M4019984,5551.813844139697,103913.18408804324,1,0
231,CASH_OUT,66768.38118873457,C8237411,21992.965626341233,0.0,M3418495,105164.6479195685,171933.02910830308,0,0
655,PAYMENT,4480.300564413326,C6062633,53343.2972334642,48862.99666905087,C3940623,19207.485847269323,23687.78641168265,0,0
171,PAYMENT,32729.528384226076,C9768757,51942.22081326602,19212.692429039947,M3723123,192867.30449698376,225596.83288120985,0,0
541,TRANSFER,62369.11193252984,C4966974,97355.87016030874,34986.7582277789,C6400156,178766.2453300525,241135.35726258234,0,0
36,TRANSFER,5727.694452144056,C3588160,92195.95733867143,86468.26288652737,C4039084,129962.40624957696,135690.100701721,0,0
525,CASH_OUT,2486.0307127823626,C8023684,86681.64347436806,84195.6127615857,M9645207,12741.794167662656,15227.82488044502,0,0
160,CASH_OUT,45057.42152882748,C4838920,99195.4933385482,54138.07180972072,C5215801,64967.05156141303,110024.4730902405,0,0
699,CASH_IN,33335.74895129773,C4109668,197404.616396295,164068.86744499725,C2661547,74344.59958120878,107680.34853250651,0,0
243,PAYMENT,43886.03094251327,C8504594,59670.726130576666,15784.695188063393,M9143917,96175.96716573993,140061.9981082532,0,0
86,PAYMENT,26343.061657012517,C8894087,123053.83206871751,96710.770411705,M8654104,33780.574801290444,60123.636458302964,0,0
578,TRANSFER,16555.302919603793,C8386089,47901.548808060965,31346.24588845717,C4162925,115502.32855943918,132057.63147904296,0,0
682,CASH_IN,68945.42136233574,C7503274,93321.2531852364,24375.83182290067,M5380360,87154.12958184465,156099.5509441804,0,0
557,PAYMENT,51505.65451515327,C2269343,40009.84662927498,0.0,C5851547,189459.3926785717,240965.04719372495,0,0
574,CASH_IN,20095.405703811746,C8282060,111638.44705995153,91543.04135613979,M5473099,187239.0459250438,207334.45162885555,0,0
646,CASH_IN,32026.98368337383,C5890707,53002.357296733506,20975.373613359676,M6338861,113094.79106799448,145121.7747513683,0,0
28,TRANSFER,59221.60997556626,C9154410,7357.783343766156,0.0,M8608738,128869.86719810705,188091.4771736733,0,0
620,CASH_IN,7315.711892420537,C1167659,163054.218294564,155738.50640214345,C7813538,27559.29355474849,34875.005447169024,0,0
556,CASH_OUT,14830.555625691337,C4411236,25651.0224240835,10820.466798392164,M9721465,44664.647768034316,59495.20339372565,0,0
340,CASH_OUT,7417.235850328273,C3090717,73607.75982338113,66190.52397305286,M2855477,180143.0808403819,187560.31669071017,0,0
331,DEBIT,81250.50153814048,C9902601,95435.52182224058,14185.020284100101,C6697396,139833.184579147,221083.6861172875,0,0
640,TRANSFER,75265.68239787972,C9899292,86496.00008438547,11230.317686505747,M2428258,37886.03945661551,113151.72185449523,0,0
506,DEBIT,75355.96189473777,C8478502,145133.1527380018,69777.19084326403,M4242493,114042.06121464458,189398.02310938237,0,0
348,CASH_OUT,71660.9018132552,C2397928,119355.31918618886,47694.41737293366,M1487853,186952.25009788977,258613.15191114496,0,0
473,DEBIT,66971.60382461993,C7152520,59074.236541497194,0.0,M1220075,69034.22123238072,136005.82505700065,0,0
231,TRANSFER,47751.49234627968,C8242153,10340.599968134034,0.0,C3377513,37164.07510381705,84915.56745009673,1,0
190,TRANSFER,64263.58853436079,C3045481,153519.02365063527,89255.43511627449,M3193996,188405.05538181966,252668.64391618044,0,0
225,CASH_IN,3932.3193233186676,C6397005,70505.42533568434,66573.10601236568,M4285789,92253.07205841984,96185.3913817385,0,0
385,PAYMENT,62184.29582341278,C8072368,177944.94819999384,115760.65237658107,C6935475,83448.3997325533,145632.6955559661,0,0
377,CASH_IN,77809.98278313404,C4799038,79011.35472065008,1201.3719375160435,C8949215,53513.43995855004,131323.42274168407,0,0
283,TRANSFER,50085.80020240058,C3049300,143531.72122754145,93445.92102514088,C5382226,178317.05898942886,228402.85919182943,0,0
633,CASH_OUT,35815.58150988097,C7689687,187912.94064693584,152097.35913705488,C9910613,169123.35337791502,204938.934887796,0,0
628,CASH_OUT,27814.930806617813,C5071889,130230.49012709595,102415.55932047815,C4661632,80598.07988735082,108413.01069396862,0,0
259,CASH_IN,64315.92481119204,C9541631,82697.78267950096,18381.85786830892,C1181514,6122.65597941577,70438.58079060781,0,0
359,TRANSFER,69310.83974312789,C4958681,113479.85375718857,44169.01401406068,C9724249,89330.2861012279,158641.1258443558,0,0
710,CASH_OUT,87109.663226268,C1316575,108689.03770837853,21579.37448211052,C5595026,36171.60331601066,123281.26654227867,0,0
456,TRANSFER,34299.174837852974,C1674104,116964.00733067255,82664.83249281958,C5180107,28546.814029776237,62845.98886762921,0,0
411,CASH_OUT,77000.25350782,C4470966,29363.99712826916,0.0,M9822850,78618.72237908472,155618.97588690472,0,0
649,TRANSFER,56179.44683651486,C9275104,139701.976480262,83522.52964374714,C8520055,19815.387468925437,75994.8343054403,0,0
318,DEBIT,88295.3654187401,C3013491,29008.654333837436,0.0,C3979345,191492.901386333,279788.2668050731,0,0
677,TRANSFER,52828.429618732516,C7819678,2923.3768635227975,0.0,C1192407,9507.83635625636,62336.26597498888,0,0
225,TRANSFER,51811.21985695692,C6111179,124956.0201368127,73144.80027985579,M1072306,80273.92547974543,132085.14533670235,0,0
234,CASH_IN,57829.92043594682,C7912690,23382.71443511828,0.0,M5990629,32540.54040633898,90370.4608422858,0,0
684,DEBIT,74956.6039787292,C1139244,154082.32734225463,79125.72336352544,M3253378,137762.26430575122,212718.8682844804,0,0
664,PAYMENT,96472.57883496325,C6794526,173193.1907001641,76720.61186520084,C9478462,15762.289842912347,112234.8686778756,0,0
374,CASH_IN,7448.979086154989,C1721673,188947.35805678528,181498.3789706303,M5638277,109361.11484172686,116810.09392788184,1,0
672,PAYMENT,5438.116778862614,C6372654,132895.3925812783,127457.2758024157,M9056779,154620.29904038753,160058.41581925013,0,0
608,CASH_OUT,93761.27870699312,C4427635,96402.97857846082,2641.699871467703,M2473150,190011.96700979414,283773.2457167873,1,0
472,PAYMENT,53034.57498926879,C3591090,70456.21614115982,17421.64115189103,M7510502,139705.51259388254,192740.08758315133,0,0
233,TRANSFER,61528.811155236916,C1489922,98185.01879726615,36656.207642029236,C1627097,19898.351526916704,81427.16268215362,0,0
692,PAYMENT,48294.11779931341,C8426029,38070.445672062706,0.0,C9936527,17704.109942828207,65998.22774214162,0,0
113,CASH_IN,9456.379515486702,C5436134,69684.5295578186,60228.1500423319,M7559407,146319.60970761318,155775.9892230999,0,0
497,CASH_IN,76832.1289040248,C5000135,143586.10496689955,66753.97606287476,C9120942,43065.88100069373,119898.00990471852,0,0
442,PAYMENT,74747.74204434983,C7430332,43484.59422684263,0.0,M1654472,89447.86172664976,164195.6037709996,0,0
564,CASH_IN,31239.161817131917,C1965098,52813.42713473301,21574.26531760109,M3776947,195324.2202702718,226563.3820874037,0,0
268,CASH_IN,30693.3005983172,C3306972,149865.65114156975,119172.35054325254,C8074631,163981.35968077512,194674.66027909232,0,0
510,PAYMENT,83800.3539524613,C9718277,35567.18716544416,0.0,C7230204,169318.67146004012,253119.02541250142,0,0
386,DEBIT,7328.490048358529,C3720688,49177.51729467554,41849.02724631701,C6273312,172153.98094561574,179482.47099397428,0,0
387,DEBIT,88122.40432082093,C5048745,3509.5125645300704,0.0,M4094630,123909.0680243116,212031.47234513253,0,0
113,CASH_OUT,25740.50282060185,C7256464,144010.31990702136,118269.81708641951,C8440490,148786.78477249568,174527.28759309754,0,0
613,CASH_IN,59339.17630077384,C7421172,123580.71311328678,64241.53681251294,M4841598,71792.18292685745,131131.3592276313,0,0
625,PAYMENT,93605.8184822776,C6949089,138877.09050230825,45271.27202003065,M7698899,199689.24531457014,293295.0637968477,0,0
81,CASH_IN,67844.43790351097,C3259071,42865.55239066263,0.0,M6916844,55924.43393092901,123768.87183443998,0,0
699,TRANSFER,41501.538265456955,C4599653,137475.27814557427,95973.73988011731,C3453397,118001.4806607039,159503.01892616088,0,0
113,CASH_IN,68984.46746965098,C5729272,119275.32353865134,50290.856069000365,M1491340,56412.335664238664,125396.80313388964,0,0
2,CASH_IN,34463.56566800538,C4783524,73224.59584440067,38761.03017639529,M2942502,22414.210112014633,56877.77578002001,0,0
642,DEBIT,27798.115793283694,C1095619,87565.16232688093,59767.04653359724,C8568714,113517.16296873533,141315.278762019,0,0
220,PAYMENT,99668.6594656745,C5249341,113584.10065468164,13915.441189007135,M8365822,70669.73417322795,170338.39363890246,0,0
566,CASH_IN,75103.9440948608,C6924549,98658.43521751135,23554.49112265055,M1779933,116643.85350467754,191747.79759953835,0,0
736,DEBIT,64507.52574044358,C7826093,128365.61319387423,63858.08745343065,M9351227,111735.69533299857,176243.22107344214,0,0
225,CASH_OUT,35593.435357609946,C2516871,36195.91552119903,602.4801635890835,M6922752,108451.34582871232,144044.78118632227,0,0
385,DEBIT,5011.166832589311,C1552813,108141.99098323938,103130.82415065006,C7067236,24660.224409305887,29671.3912418952,1,0
403,DEBIT,3202.5819159120456,C8227951,90055.89657290815,86853.31465699611,C8911516,88036.15487007142,91238.73678598346,0,0
638,DEBIT,55462.707419335,C5254094,92204.09880279965,36741.39138346465,M9271946,162400.78787975837,217863.49529909337,0,0
